File Path	chrom://nnfcb-l0286/ChromeleonLocal/metk/20171013_HMP_C61_metk.seq/539.smp/UV_VIS_2.channel/UV_VIS_2.chm
Channel	UV_VIS_2

Injection Information:
Data Vault	ChromeleonLocal
Injection	1000 ug/ml HIGH
Injection Number	94
Position	RB4
Comment	
Processing Method	HMP New ProcMethod
Instrument Method	HM_metode_ZorBax_0,02%_Acetic_acid_ver6
Type	Calibration Standard
Status	Finished
Injection Date	10/14/2017
Injection Time	8:28:33 AM
Injection Volume (µl)	1.000
Dilution Factor	1.0000
Weight	1.0000

Raw Data Information:
Time Min. (min)	0.000000
Time Max. (min)	11.000000
Data Points	3301
Detector	UV
Exporting Data System	Chromeleon 7.1.3.2425
Operator	
Signal Quantity	Absorbance
Signal Unit	mAU
Signal Min.	-0.921364
Signal Max.	368.979905
Channel	UV_VIS_2
Driver Name	DAD3000.dll
Channel Type	Evaluation
Min. Step (s)	0.200
Max. Step (s)	0.200
Average Step (s)	0.200

Signal Parameter Information:
Signal Info	WVL:280 nm

Raw Data:
Time (min)	Step (s)	Value (mAU)
1.593333	0.200	111.398058
1.596667	0.200	112.314067
1.600000	0.200	112.561457
1.603333	0.200	112.413832
1.606667	0.200	112.007399
1.610000	0.200	111.396946
1.613333	0.200	110.601836
1.616667	0.200	109.634228
1.620000	0.200	108.511130
1.623333	0.200	107.255379
1.626667	0.200	105.891886
1.630000	0.200	104.443660
1.633333	0.200	102.929452
1.636667	0.200	101.363739
1.640000	0.200	99.757923
1.643333	0.200	98.121030
1.646667	0.200	96.459981
1.650000	0.200	94.780412
1.653333	0.200	93.087740
1.656667	0.200	91.387310
1.660000	0.200	89.683952
1.663333	0.200	87.981920
1.666667	0.200	86.285098
1.670000	0.200	84.597107
1.673333	0.200	82.921059
1.676667	0.200	81.259056
1.680000	0.200	79.612173
1.683333	0.200	77.981382
1.686667	0.200	76.368248
1.690000	0.200	74.774258
1.693333	0.200	73.200110
1.696667	0.200	71.646188
1.700000	0.200	70.112905
1.703333	0.200	68.600235
1.706667	0.200	67.107752
1.710000	0.200	65.635077
1.713333	0.200	64.181377
1.716667	0.200	62.744809
1.720000	0.200	61.323311
1.723333	0.200	59.915683
1.726667	0.200	58.521819
1.730000	0.200	57.142386
1.733333	0.200	55.778073
1.736667	0.200	54.428299
1.740000	0.200	53.091152
1.743333	0.200	51.765307
1.746667	0.200	50.451202
1.750000	0.200	49.150227
1.753333	0.200	47.863827
1.756667	0.200	46.592985
1.760000	0.200	45.337615
1.763333	0.200	44.096794
1.766667	0.200	42.869670
1.770000	0.200	41.655446
1.773333	0.200	40.452914
1.776667	0.200	39.260915
1.780000	0.200	38.079056
1.783333	0.200	36.907812
1.786667	0.200	35.748218
1.790000	0.200	34.601168
1.793333	0.200	33.466606
1.796667	0.200	32.343655
1.800000	0.200	31.231591
1.803333	0.200	30.130420
1.806667	0.200	29.040629
1.810000	0.200	27.962527
1.813333	0.200	26.895981
1.816667	0.200	25.841126
1.820000	0.200	24.798893
1.823333	0.200	23.770206
1.826667	0.200	22.755292
1.830000	0.200	21.754270
1.833333	0.200	20.767736
1.836667	0.200	19.796489
1.840000	0.200	18.841025
1.843333	0.200	17.901267
1.846667	0.200	16.977053
1.850000	0.200	16.068932
1.853333	0.200	15.178230
1.856667	0.200	14.306636
1.860000	0.200	13.455684
1.863333	0.200	12.626251
1.866667	0.200	11.818831
1.870000	0.200	11.034403
1.873333	0.200	10.274749
1.876667	0.200	9.541904
1.880000	0.200	8.837220
1.883333	0.200	8.160934
1.886667	0.200	7.512970
1.890000	0.200	6.893740
1.893333	0.200	6.303767
1.896667	0.200	5.743101
1.900000	0.200	5.211061
1.903333	0.200	4.706174
1.906667	0.200	4.226932
1.910000	0.200	3.772730
1.913333	0.200	3.343694
1.916667	0.200	2.940123
1.920000	0.200	2.562641
1.923333	0.200	2.212418
1.926667	0.200	1.890781
1.930000	0.200	1.598440
1.933333	0.200	1.334856
1.936667	0.200	1.098448
1.940000	0.200	0.887494
1.943333	0.200	0.700536
1.946667	0.200	0.536115
1.950000	0.200	0.392865
1.953333	0.200	0.270453
1.956667	0.200	0.171313
1.960000	0.200	0.102961
1.963333	0.200	0.081230
1.966667	0.200	0.136160
1.970000	0.200	0.322076
1.973333	0.200	0.732252
1.976667	0.200	1.518295
1.980000	0.200	2.913750
1.983333	0.200	5.258190
1.986667	0.200	9.012530
1.990000	0.200	14.753592
1.993333	0.200	23.136981
1.996667	0.200	34.820273
2.000000	0.200	50.347913
2.003333	0.200	70.012723
2.006667	0.200	93.720557
2.010000	0.200	120.893535
2.013333	0.200	150.445582
2.016667	0.200	180.850108
2.020000	0.200	210.298749
2.023333	0.200	236.923345
2.026667	0.200	259.034429
2.030000	0.200	275.329037
2.033333	0.200	285.030128
2.036667	0.200	287.936050
2.040000	0.200	284.380418
2.043333	0.200	275.122270
2.046667	0.200	261.198620
2.050000	0.200	243.773750
2.053333	0.200	224.010812
2.056667	0.200	202.978441
2.060000	0.200	181.594357
2.063333	0.200	160.599902
2.066667	0.200	140.556226
2.070000	0.200	121.855464
2.073333	0.200	104.742545
2.076667	0.200	89.342085
2.080000	0.200	75.684571
2.083333	0.200	63.729232
2.086667	0.200	53.383827
2.090000	0.200	44.521562
2.093333	0.200	36.995288
2.096667	0.200	30.649463
2.100000	0.200	25.329896
2.103333	0.200	20.890739
2.106667	0.200	17.198552
2.110000	0.200	14.134519
2.113333	0.200	11.595507
2.116667	0.200	9.493800
2.120000	0.200	7.755975
2.123333	0.200	6.320904
2.126667	0.200	5.137097
2.130000	0.200	4.160969
2.133333	0.200	3.356010
2.136667	0.200	2.692081
2.140000	0.200	2.144864
2.143333	0.200	1.694736
